method,seeds,final_return_mean,final_return_std,final_moving_avg_50_mean,final_moving_avg_50_std,best_eval_mean,best_eval_std
double_dqn,3,160.33333333333334,57.83885660465059,60.086666666666666,17.747612045943907,250.9333333333333,74.7861841073158
dqn,3,90.33333333333333,37.4477413649119,38.36666666666667,5.456751170186648,166.6,48.91298396131644
