method,seed,episode,global_step,return,length,epsilon,loss_mean,moving_avg_50,device
dqn,0,56,1454,11.0,11,0.8273375000000001,0.00012783370964991099,25.68,cuda
dqn,0,57,1476,22.0,22,0.824725,0.00014489839469950476,25.88,cuda
dqn,0,58,1495,19.0,19,0.82246875,0.00013467505471597083,25.2,cuda
dqn,0,59,1520,25.0,25,0.8195,0.11459459377409076,25.42,cuda
dqn,0,60,1544,24.0,24,0.81665,0.03161278817181786,25.6,cuda
dqn,0,61,1559,15.0,15,0.81486875,0.015446105071653922,25.66,cuda
dqn,0,62,1575,16.0,16,0.81296875,0.01826186755351955,25.66,cuda
dqn,0,63,1592,17.0,17,0.8109500000000001,0.019363708301063848,25.64,cuda
dqn,0,64,1645,53.0,53,0.8046562500000001,0.016295879582856904,25.98,cuda
dqn,0,65,1658,13.0,13,0.8031125,0.01685591586507284,25.82,cuda
dqn,0,66,1696,38.0,38,0.7986,0.01296041520790344,26.2,cuda
dqn,0,67,1716,20.0,20,0.796225,0.016102348221465945,26.36,cuda
dqn,0,68,1735,19.0,19,0.79396875,0.013042332996663294,26.24,cuda
dqn,0,69,1748,13.0,13,0.792425,0.013839636526357096,25.92,cuda
dqn,0,70,1756,8.0,8,0.791475,0.016802075784653425,25.66,cuda
dqn,0,71,1785,29.0,29,0.78803125,0.014027152158287835,25.96,cuda
dqn,0,72,1802,17.0,17,0.7860125,0.011029089910580832,25.36,cuda
dqn,0,73,1819,17.0,17,0.78399375,0.011242944035021699,25.02,cuda
dqn,0,74,1831,12.0,12,0.78256875,0.013119628187268972,24.8,cuda
dqn,0,75,1852,21.0,21,0.780075,0.01171558490023017,24.62,cuda
dqn,0,76,1863,11.0,11,0.77876875,0.011184939373792573,24.52,cuda
dqn,0,77,1876,13.0,13,0.777225,0.01411072311636347,24.22,cuda
dqn,0,78,1897,21.0,21,0.77473125,0.014235546723717735,22.26,cuda
dqn,0,79,1912,15.0,15,0.77295,0.016246636180828014,22.28,cuda
dqn,0,80,1931,19.0,19,0.77069375,0.011022264787339066,22.4,cuda
dqn,0,81,1954,23.0,23,0.7679625,0.011156637282313212,22.66,cuda
dqn,0,82,1965,11.0,11,0.76665625,0.011442104396833614,22.64,cuda
dqn,0,83,1976,11.0,11,0.76535,0.015228483402593569,22.4,cuda
dqn,0,84,1988,12.0,12,0.763925,0.012190867137784759,22.02,cuda
dqn,0,85,2012,24.0,24,0.761075,0.1023557461060894,22.1,cuda
dqn,0,86,2024,12.0,12,0.75965,0.07109755494942267,21.76,cuda
dqn,0,87,2033,9.0,9,0.75858125,0.05238896898097462,21.58,cuda
dqn,0,88,2079,46.0,46,0.7531187500000001,0.03856200726864779,22.12,cuda
dqn,0,89,2094,15.0,15,0.7513375,0.03900319387515386,22.0,cuda
dqn,0,90,2107,13.0,13,0.74979375,0.028890779456840113,22.06,cuda
dqn,0,91,2156,49.0,49,0.743975,0.031204839256040905,21.76,cuda
dqn,0,92,2167,11.0,11,0.74266875,0.034111740194599734,21.32,cuda
dqn,0,93,2187,20.0,20,0.74029375,0.03149807378649712,21.34,cuda
dqn,0,94,2197,10.0,10,0.7391062500000001,0.025011691823601724,20.62,cuda
dqn,0,95,2229,32.0,32,0.73530625,0.03164791187737137,20.82,cuda
dqn,0,96,2240,11.0,11,0.734,0.02479296194558794,20.64,cuda
dqn,0,97,2266,26.0,26,0.7309125000000001,0.036053584064715184,20.94,cuda
dqn,0,98,2307,41.0,41,0.7260437500000001,0.028697637063110383,20.74,cuda
dqn,0,99,2331,24.0,24,0.7231937500000001,0.03241937200073153,20.72,cuda
dqn,0,100,2391,60.0,60,0.71606875,0.026732291490770877,21.2,cuda
dqn,0,101,2410,19.0,19,0.7138125,0.029454159403317852,21.22,cuda
dqn,0,102,2420,10.0,10,0.7126250000000001,0.02848484180867672,20.46,cuda
dqn,0,103,2441,21.0,21,0.7101312500000001,0.02169715682975948,20.56,cuda
dqn,0,104,2485,44.0,44,0.7049062500000001,0.028353246426294474,21.14,cuda
dqn,0,105,2507,22.0,22,0.7022937499999999,0.0798787067390301,21.28,cuda
dqn,0,106,2530,23.0,23,0.6995625000000001,0.07659351704237254,21.52,cuda
dqn,0,107,2545,15.0,15,0.69778125,0.04422769205023845,21.38,cuda
dqn,0,108,2622,77.0,77,0.6886375,0.03846038497573176,22.54,cuda
dqn,0,109,2643,21.0,21,0.68614375,0.035831440439713855,22.46,cuda
dqn,0,110,2655,12.0,12,0.68471875,0.04268508047486345,22.22,cuda
dqn,0,111,2668,13.0,13,0.683175,0.03828923576153242,22.18,cuda
dqn,0,112,2694,26.0,26,0.6800875,0.030343075470927242,22.38,cuda
dqn,0,113,2707,13.0,13,0.67854375,0.03479366609826684,22.3,cuda
dqn,0,114,2738,31.0,31,0.6748625,0.03499984296579515,21.86,cuda
dqn,0,115,2785,47.0,47,0.66928125,0.031255227265919144,22.54,cuda
dqn,0,116,2795,10.0,10,0.66809375,0.028858623653650283,21.98,cuda
dqn,0,117,2813,18.0,18,0.66595625,0.028454060692133173,21.94,cuda
dqn,0,118,2824,11.0,11,0.66465,0.037970561534166336,21.78,cuda
dqn,0,119,2851,27.0,27,0.66144375,0.03696960983452974,22.06,cuda
dqn,0,120,2883,32.0,32,0.6576437500000001,0.03744412195374025,22.54,cuda
dqn,0,121,2913,30.0,30,0.6540812500000001,0.04705736031755805,22.56,cuda
dqn,0,122,2924,11.0,11,0.6527750000000001,0.026771981353786858,22.44,cuda
dqn,0,123,2972,48.0,48,0.6470750000000001,0.03210834158138217,23.06,cuda
dqn,0,124,2999,27.0,27,0.64386875,0.03106714429816714,23.36,cuda
dqn,0,125,3009,10.0,10,0.6426812500000001,0.20605090707540513,23.14,cuda
dqn,0,126,3081,72.0,72,0.63413125,0.0464312138242854,24.36,cuda
dqn,0,127,3141,60.0,60,0.62700625,0.03849971677797536,25.3,cuda
dqn,0,128,3159,18.0,18,0.6248687500000001,0.055119825423591666,25.24,cuda
dqn,0,129,3174,15.0,15,0.6230875,0.041468079884847006,25.24,cuda
dqn,0,130,3220,46.0,46,0.617625,0.042383529944345355,25.78,cuda
dqn,0,131,3272,52.0,52,0.61145,0.040541468537412584,26.36,cuda
dqn,0,132,3339,67.0,67,0.6034937499999999,0.03589201026332023,27.48,cuda
dqn,0,133,3358,19.0,19,0.6012375,0.03784438734874129,27.64,cuda
dqn,0,134,3395,37.0,37,0.59684375,0.04108394292258733,28.14,cuda
dqn,0,135,3531,136.0,136,0.58069375,0.05895952170933871,30.38,cuda
dqn,0,136,3588,57.0,57,0.573925,0.04967053415123047,31.28,cuda
dqn,0,137,3634,46.0,46,0.5684625000000001,0.04087257144324805,32.02,cuda
dqn,0,138,3646,12.0,12,0.5670375000000001,0.05057266866788268,31.34,cuda
dqn,0,139,3661,15.0,15,0.56525625,0.04386866086473067,31.34,cuda
dqn,0,140,3701,40.0,40,0.56050625,0.04180071933660656,31.88,cuda
dqn,0,141,3726,25.0,25,0.5575375,0.03147664690390229,31.4,cuda
dqn,0,142,3769,43.0,43,0.5524312499999999,0.037751976054075154,32.04,cuda
dqn,0,143,3829,60.0,60,0.54530625,0.039817939427060384,32.84,cuda
dqn,0,144,3863,34.0,34,0.54126875,0.04704473312834606,33.32,cuda
dqn,0,145,3897,34.0,34,0.53723125,0.05077845333417987,33.36,cuda
dqn,0,146,3925,28.0,28,0.53390625,0.034343321208975146,33.7,cuda
dqn,0,147,3982,57.0,57,0.5271375,0.04006188332609702,34.32,cuda
dqn,0,148,4021,39.0,39,0.5225062500000001,0.10058956746107493,34.28,cuda
dqn,0,149,4064,43.0,43,0.5174000000000001,0.05155626480835815,34.66,cuda
dqn,0,150,4138,74.0,74,0.5086125,0.049247046567600324,34.94,cuda
dqn,0,151,4211,73.0,73,0.49994375,0.061656656815377,36.02,cuda
dqn,0,152,4267,56.0,56,0.49329375,0.047670917585492134,36.94,cuda
dqn,0,153,4279,12.0,12,0.4918687500000001,0.03529188813020786,36.76,cuda
dqn,0,154,4381,102.0,102,0.47975625,0.05182151682674885,37.92,cuda
dqn,0,155,4520,139.0,139,0.46325000000000005,0.056951707379771864,40.26,cuda
dqn,0,156,4546,26.0,26,0.46016250000000003,0.08232442239442697,40.32,cuda
dqn,0,157,4575,29.0,29,0.45671874999999995,0.07071105516033954,40.6,cuda
dqn,0,158,4674,99.0,99,0.4449624999999999,0.051295833793854474,41.04,cuda
dqn,0,159,4711,37.0,37,0.44056874999999995,0.04932289646082633,41.36,cuda
dqn,0,160,4833,122.0,122,0.42608124999999997,0.05660979236766207,43.56,cuda
