method,seed,episode,global_step,return,length,epsilon,loss_mean,moving_avg_50,device
double_dqn,1,116,2506,33.0,33,0.7024125000000001,0.053378635248395076,22.5,cuda
double_dqn,1,117,2516,10.0,10,0.701225,0.11141389608383179,22.46,cuda
double_dqn,1,118,2552,36.0,36,0.69695,0.046834720531478524,22.46,cuda
double_dqn,1,119,2574,22.0,22,0.6943375,0.024874652693556112,22.6,cuda
double_dqn,1,120,2608,34.0,34,0.6903,0.028220051447586977,22.32,cuda
double_dqn,1,121,2632,24.0,24,0.68745,0.03547740376476819,22.38,cuda
double_dqn,1,122,2665,33.0,33,0.68353125,0.025410374203188854,22.8,cuda
double_dqn,1,123,2709,44.0,44,0.67830625,0.028904432187449525,23.34,cuda
double_dqn,1,124,2747,38.0,38,0.67379375,0.028804923285190995,23.88,cuda
double_dqn,1,125,2764,17.0,17,0.671775,0.023788651780170554,23.92,cuda
double_dqn,1,126,2787,23.0,23,0.66904375,0.02622959232362716,24.04,cuda
double_dqn,1,127,2808,21.0,21,0.66655,0.02493092907770049,24.22,cuda
double_dqn,1,128,2825,17.0,17,0.66453125,0.022460015819353217,23.96,cuda
double_dqn,1,129,2859,34.0,34,0.66049375,0.024818686028832897,23.94,cuda
double_dqn,1,130,2873,14.0,14,0.65883125,0.026904890513313667,23.76,cuda
double_dqn,1,131,2977,104.0,104,0.64648125,0.024653836495977324,25.56,cuda
double_dqn,1,132,2995,18.0,18,0.64434375,0.02513223418241574,25.68,cuda
double_dqn,1,133,3023,28.0,28,0.64101875,0.10106205720720547,25.82,cuda
double_dqn,1,134,3086,63.0,63,0.6335375000000001,0.03305047516903234,26.74,cuda
double_dqn,1,135,3104,18.0,18,0.6314,0.03205814312160429,26.9,cuda
double_dqn,1,136,3194,90.0,90,0.6207125,0.02882613404136565,28.4,cuda
double_dqn,1,137,3206,12.0,12,0.6192875,0.024682150144750874,28.04,cuda
double_dqn,1,138,3285,79.0,79,0.60990625,0.021924856820297014,29.4,cuda
double_dqn,1,139,3303,18.0,18,0.60776875,0.03299216594960955,29.46,cuda
double_dqn,1,140,3340,37.0,37,0.603375,0.024693253015897965,29.78,cuda
double_dqn,1,141,3426,86.0,86,0.5931625,0.02132585212090161,31.18,cuda
double_dqn,1,142,3452,26.0,26,0.590075,0.0220295942406385,31.06,cuda
double_dqn,1,143,3492,40.0,40,0.5853250000000001,0.021455584443174303,31.48,cuda
double_dqn,1,144,3503,11.0,11,0.58401875,0.09299871655689045,31.44,cuda
double_dqn,1,145,3513,10.0,10,0.58283125,0.10782777853310108,31.26,cuda
double_dqn,1,146,3576,63.0,63,0.57535,0.03963007936106315,32.1,cuda
double_dqn,1,147,3636,60.0,60,0.568225,0.0319328462316965,32.7,cuda
double_dqn,1,148,3679,43.0,43,0.5631187500000001,0.027362205959899827,33.28,cuda
double_dqn,1,149,3692,13.0,13,0.5615749999999999,0.02916979632125451,33.02,cuda
double_dqn,1,150,3793,101.0,101,0.54958125,0.02702716915951212,34.32,cuda
double_dqn,1,151,3823,30.0,30,0.54601875,0.024611675863464674,34.6,cuda
double_dqn,1,152,3865,42.0,42,0.5410312500000001,0.02634885430424696,35.1,cuda
double_dqn,1,153,3934,69.0,69,0.5328375000000001,0.03300666296179744,36.2,cuda
double_dqn,1,154,4017,83.0,83,0.52298125,0.049799243622201395,37.28,cuda
double_dqn,1,155,4079,62.0,62,0.51561875,0.04440009789240937,37.68,cuda
double_dqn,1,156,4110,31.0,31,0.5119374999999999,0.04072552437203065,37.78,cuda
double_dqn,1,157,4189,79.0,79,0.50255625,0.034535013534175825,39.1,cuda
double_dqn,1,158,4221,32.0,32,0.49875625,0.03236582764657214,39.34,cuda
double_dqn,1,159,4263,42.0,42,0.4937687500000001,0.03401157639122435,39.74,cuda
double_dqn,1,160,4444,181.0,181,0.472275,0.03538517180305407,41.32,cuda
