method,seed,episode,global_step,return,length,epsilon,loss_mean,moving_avg_50,device
dqn,1,50,1130,26.0,26,0.8658125,0.001158753356251579,22.6,cuda
dqn,1,51,1146,16.0,16,0.8639125000000001,0.0009520042403892148,22.58,cuda
dqn,1,52,1162,16.0,16,0.8620125000000001,0.0010415549877507146,22.46,cuda
dqn,1,53,1177,15.0,15,0.86023125,0.0007824503952482095,22.3,cuda
dqn,1,54,1190,13.0,13,0.8586875,0.0008013463229872286,22.26,cuda
dqn,1,55,1221,31.0,31,0.85500625,0.0008619258409335969,22.68,cuda
dqn,1,56,1239,18.0,18,0.85286875,0.0008054367895561478,22.64,cuda
dqn,1,57,1260,21.0,21,0.850375,0.0010493308502537687,22.66,cuda
dqn,1,58,1274,14.0,14,0.8487125,0.0010069703951428113,22.5,cuda
dqn,1,59,1286,12.0,12,0.8472875,0.0008735709379834589,22.46,cuda
dqn,1,60,1312,26.0,26,0.8442000000000001,0.0008638802750143581,22.7,cuda
dqn,1,61,1330,18.0,18,0.8420624999999999,0.0010237366150249727,22.84,cuda
dqn,1,62,1349,19.0,19,0.83980625,0.0009321864161297287,22.96,cuda
dqn,1,63,1394,45.0,45,0.8344625,0.0008504509198246524,23.32,cuda
dqn,1,64,1415,21.0,21,0.83196875,0.0007913510718416157,23.18,cuda
dqn,1,65,1428,13.0,13,0.830425,0.0007454136413378784,23.2,cuda
dqn,1,66,1450,22.0,22,0.8278125000000001,0.0009657652024708858,23.22,cuda
dqn,1,67,1473,23.0,23,0.82508125,0.0008867468897496228,23.34,cuda
dqn,1,68,1487,14.0,14,0.82341875,0.0008082900936382689,23.14,cuda
dqn,1,69,1505,18.0,18,0.82128125,0.07870696319474114,22.1,cuda
dqn,1,70,1519,14.0,14,0.8196187500000001,0.10025534858661038,21.98,cuda
dqn,1,71,1548,29.0,29,0.816175,0.03490243425014718,22.02,cuda
dqn,1,72,1570,22.0,22,0.8135625,0.019946309716694734,22.24,cuda
dqn,1,73,1620,50.0,50,0.807625,0.01834708853624761,22.84,cuda
dqn,1,74,1681,61.0,61,0.80038125,0.018665962967044505,23.66,cuda
dqn,1,75,1707,26.0,26,0.79729375,0.015651890363257665,23.82,cuda
dqn,1,76,1723,16.0,16,0.79539375,0.016156302503077313,23.84,cuda
dqn,1,77,1736,13.0,13,0.79385,0.016868943061966162,23.68,cuda
dqn,1,78,1746,10.0,10,0.7926625,0.015372117469087242,23.56,cuda
dqn,1,79,1762,16.0,16,0.7907625,0.018106228089891374,23.26,cuda
dqn,1,80,1803,41.0,41,0.7858937500000001,0.01669015104473546,23.5,cuda
dqn,1,81,1827,24.0,24,0.78304375,0.016395048568180453,22.64,cuda
dqn,1,82,1844,17.0,17,0.781025,0.015414206749376129,22.72,cuda
dqn,1,83,1861,17.0,17,0.77900625,0.01466280109632541,22.64,cuda
dqn,1,84,1881,20.0,20,0.77663125,0.013650247314944863,22.76,cuda
dqn,1,85,1909,28.0,28,0.77330625,0.014724928819175278,22.78,cuda
dqn,1,86,1926,17.0,17,0.7712875,0.017481169499018612,22.26,cuda
dqn,1,87,1944,18.0,18,0.76915,0.014551776383693019,21.66,cuda
dqn,1,88,1965,21.0,21,0.76665625,0.013009457483089395,21.86,cuda
dqn,1,89,1996,31.0,31,0.762975,0.014858469547283265,22.18,cuda
dqn,1,90,2012,16.0,16,0.761075,0.14569188360474072,22.2,cuda
dqn,1,91,2028,16.0,16,0.759175,0.050433180993422866,21.88,cuda
dqn,1,92,2044,16.0,16,0.757275,0.03269885270856321,21.64,cuda
dqn,1,93,2060,16.0,16,0.755375,0.031912266626022756,21.66,cuda
dqn,1,94,2074,14.0,14,0.7537125,0.033903593895956874,21.56,cuda
dqn,1,95,2098,24.0,24,0.7508625,0.030861147524168093,21.84,cuda
dqn,1,96,2116,18.0,18,0.748725,0.026752735798557598,21.84,cuda
dqn,1,97,2154,38.0,38,0.7442124999999999,0.03429688217951671,21.92,cuda
dqn,1,98,2168,14.0,14,0.74255,0.029360437832240547,21.88,cuda
dqn,1,99,2179,11.0,11,0.74124375,0.02886310084299608,21.5,cuda
dqn,1,100,2209,30.0,30,0.7376812500000001,0.02765435022301972,21.58,cuda
dqn,1,101,2223,14.0,14,0.73601875,0.026828416540021344,21.54,cuda
dqn,1,102,2237,14.0,14,0.73435625,0.03044181310438684,21.5,cuda
dqn,1,103,2260,23.0,23,0.731625,0.029038274842921808,21.66,cuda
dqn,1,104,2283,23.0,23,0.72889375,0.027656393348360838,21.86,cuda
dqn,1,105,2312,29.0,29,0.72545,0.028387186952449125,21.82,cuda
dqn,1,106,2325,13.0,13,0.72390625,0.0294408483000902,21.72,cuda
dqn,1,107,2343,18.0,18,0.7217687500000001,0.023819804165719285,21.66,cuda
dqn,1,108,2363,20.0,20,0.71939375,0.02911261934787035,21.78,cuda
dqn,1,109,2385,22.0,22,0.71678125,0.0206168231935325,21.98,cuda
dqn,1,110,2397,12.0,12,0.71535625,0.024319518939591944,21.7,cuda
dqn,1,111,2415,18.0,18,0.71321875,0.020470087183639407,21.7,cuda
dqn,1,112,2428,13.0,13,0.7116750000000001,0.018568978456851955,21.58,cuda
dqn,1,113,2437,9.0,9,0.7106062500000001,0.02187408186081383,20.86,cuda
dqn,1,114,2451,14.0,14,0.70894375,0.027471143087106093,20.72,cuda
dqn,1,115,2484,33.0,33,0.705025,0.029607094034101025,21.12,cuda
dqn,1,116,2517,33.0,33,0.70110625,0.09404707376873403,21.34,cuda
dqn,1,117,2530,13.0,13,0.6995625000000001,0.06360462838067459,21.14,cuda
dqn,1,118,2546,16.0,16,0.6976625000000001,0.03742333245463669,21.18,cuda
dqn,1,119,2560,14.0,14,0.696,0.03886515986440437,21.1,cuda
dqn,1,120,2587,27.0,27,0.69279375,0.03189814639174276,21.36,cuda
dqn,1,121,2606,19.0,19,0.6905375,0.02485429752912176,21.16,cuda
dqn,1,122,2623,17.0,17,0.6885187500000001,0.03326920091229327,21.06,cuda
dqn,1,123,2643,20.0,20,0.68614375,0.028343279333785176,20.46,cuda
dqn,1,124,2666,23.0,23,0.6834125,0.0369849881440725,19.7,cuda
dqn,1,125,2679,13.0,13,0.68186875,0.03460572602657171,19.44,cuda
dqn,1,126,2699,20.0,20,0.67949375,0.02930137775838375,19.52,cuda
dqn,1,127,2714,15.0,15,0.6777124999999999,0.033130323297033706,19.56,cuda
dqn,1,128,2746,32.0,32,0.6739125,0.02402497813454829,20.0,cuda
dqn,1,129,2781,35.0,35,0.66975625,0.030793543914998216,20.38,cuda
dqn,1,130,2823,42.0,42,0.66476875,0.028453720689174674,20.4,cuda
dqn,1,131,2849,26.0,26,0.66168125,0.024471804714546755,20.44,cuda
dqn,1,132,2895,46.0,46,0.6562187500000001,0.023342490196228027,21.02,cuda
dqn,1,133,2912,17.0,17,0.6542,0.033143702839665556,21.02,cuda
dqn,1,134,2930,18.0,18,0.6520625,0.02629949850961566,20.98,cuda
dqn,1,135,2950,20.0,20,0.6496875,0.0254725530045107,20.82,cuda
dqn,1,136,2969,19.0,19,0.64743125,0.02855770902610139,20.86,cuda
dqn,1,137,2982,13.0,13,0.6458875,0.026361251106629006,20.76,cuda
dqn,1,138,3052,70.0,70,0.637575,0.05559479660088462,21.74,cuda
dqn,1,139,3173,121.0,121,0.62320625,0.025047016728376923,23.54,cuda
dqn,1,140,3224,51.0,51,0.61715,0.025534512036863494,24.24,cuda
dqn,1,141,3287,63.0,63,0.60966875,0.02134909752815489,25.18,cuda
dqn,1,142,3314,27.0,27,0.6064625,0.028003851779633097,25.4,cuda
dqn,1,143,3339,25.0,25,0.6034937499999999,0.029758243709802627,25.58,cuda
dqn,1,144,3389,50.0,50,0.59755625,0.02363367173820734,26.3,cuda
dqn,1,145,3407,18.0,18,0.59541875,0.02049908766316043,26.18,cuda
dqn,1,146,3433,26.0,26,0.59233125,0.024482193116385203,26.34,cuda
dqn,1,147,3445,12.0,12,0.59090625,0.029267433953161042,25.82,cuda
dqn,1,148,3458,13.0,13,0.5893625,0.018443039546792325,25.8,cuda
dqn,1,149,3552,94.0,94,0.5782,0.05510260105786964,27.46,cuda
dqn,1,150,3568,16.0,16,0.5763,0.027403705433243886,27.18,cuda
dqn,1,151,3578,10.0,10,0.5751125,0.03461659932509065,27.1,cuda
dqn,1,152,3593,15.0,15,0.5733312500000001,0.023951373932262262,27.12,cuda
dqn,1,153,3653,60.0,60,0.56620625,0.0292668340417246,27.86,cuda
dqn,1,154,3774,121.0,121,0.5518375,0.02781742543351552,29.82,cuda
dqn,1,155,3800,26.0,26,0.5487500000000001,0.033652519538568765,29.76,cuda
dqn,1,156,3817,17.0,17,0.54673125,0.029538104529766476,29.84,cuda
dqn,1,157,3950,133.0,133,0.5309375000000001,0.030640696896646256,32.14,cuda
dqn,1,158,3970,20.0,20,0.5285625,0.0319924037437886,32.14,cuda
dqn,1,159,3982,12.0,12,0.5271375,0.023450631648302078,31.94,cuda
dqn,1,160,4031,49.0,49,0.52131875,0.0794427327583639,32.68,cuda
