method,seed,episode,global_step,return,length,epsilon,loss_mean,moving_avg_50,device
double_dqn,0,32,833,12.0,12,0.9010812500000001,0.0,26.03125,cuda
double_dqn,0,33,856,23.0,23,0.89835,0.0,25.939393939393938,cuda
double_dqn,0,34,887,31.0,31,0.89466875,0.0,26.08823529411765,cuda
double_dqn,0,35,907,20.0,20,0.89229375,0.0,25.914285714285715,cuda
double_dqn,0,36,936,29.0,29,0.88885,0.0,26.0,cuda
double_dqn,0,37,954,18.0,18,0.8867125,0.0,25.783783783783782,cuda
double_dqn,0,38,973,19.0,19,0.88445625,0.0,25.605263157894736,cuda
double_dqn,0,39,994,21.0,21,0.8819625,0.0,25.487179487179485,cuda
double_dqn,0,40,1004,10.0,10,0.880775,0.4671419382095337,25.1,cuda
double_dqn,0,41,1068,64.0,64,0.873175,0.04246168352619861,26.048780487804876,cuda
double_dqn,0,42,1101,33.0,33,0.8692562500000001,0.0007031684014664004,26.214285714285715,cuda
double_dqn,0,43,1120,19.0,19,0.867,0.0006897415304066319,26.046511627906977,cuda
double_dqn,0,44,1169,49.0,49,0.86118125,0.0005777077773129757,26.568181818181817,cuda
double_dqn,0,45,1227,58.0,58,0.85429375,0.0005913656641496345,27.266666666666666,cuda
double_dqn,0,46,1238,11.0,11,0.8529875,0.0007474262198560278,26.91304347826087,cuda
double_dqn,0,47,1268,30.0,30,0.849425,0.0007193289192703862,26.97872340425532,cuda
double_dqn,0,48,1294,26.0,26,0.8463375,0.0008546369656239852,26.958333333333332,cuda
double_dqn,0,49,1305,11.0,11,0.84503125,0.0006724494953893802,26.632653061224488,cuda
double_dqn,0,50,1341,36.0,36,0.84075625,0.0006615113436257363,26.82,cuda
double_dqn,0,51,1375,34.0,34,0.83671875,0.0009925482051638776,27.14,cuda
double_dqn,0,52,1403,28.0,28,0.83339375,0.0007779081622304927,26.72,cuda
double_dqn,0,53,1412,9.0,9,0.832325,0.0014207611966412514,26.66,cuda
double_dqn,0,54,1438,26.0,26,0.8292375000000001,0.0009639803118681392,26.72,cuda
double_dqn,0,55,1477,39.0,39,0.82460625,0.0008100935314686444,27.18,cuda
double_dqn,0,56,1494,17.0,17,0.8225875,0.000833671964595423,26.48,cuda
double_dqn,0,57,1551,57.0,57,0.81581875,0.06392450115731264,27.38,cuda
double_dqn,0,58,1572,21.0,21,0.813325,0.017151279796269677,26.74,cuda
double_dqn,0,59,1599,27.0,27,0.81011875,0.015286610341044489,27.0,cuda
double_dqn,0,60,1623,24.0,24,0.80726875,0.015808573846394818,27.18,cuda
double_dqn,0,61,1632,9.0,9,0.8062,0.010412190523412492,27.12,cuda
double_dqn,0,62,1643,11.0,11,0.80489375,0.00978714064694941,27.02,cuda
double_dqn,0,63,1655,12.0,12,0.80346875,0.012361773774803927,26.9,cuda
double_dqn,0,64,1679,24.0,24,0.8006187499999999,0.011961182948046675,26.66,cuda
double_dqn,0,65,1702,23.0,23,0.7978875000000001,0.012904524894269265,26.7,cuda
double_dqn,0,66,1718,16.0,16,0.7959875000000001,0.013964963261969388,26.64,cuda
double_dqn,0,67,1738,20.0,20,0.7936125,0.010900693491566926,26.8,cuda
double_dqn,0,68,1752,14.0,14,0.79195,0.011430759049419845,26.58,cuda
double_dqn,0,69,1765,13.0,13,0.79040625,0.013874575280799316,26.26,cuda
double_dqn,0,70,1780,15.0,15,0.788625,0.012079714269687732,26.14,cuda
double_dqn,0,71,1816,36.0,36,0.78435,0.011528846089883396,26.58,cuda
double_dqn,0,72,1834,18.0,18,0.7822125,0.013787568236390749,26.0,cuda
double_dqn,0,73,1858,24.0,24,0.7793625,0.009431053302250803,25.8,cuda
double_dqn,0,74,1871,13.0,13,0.77781875,0.011693628648152718,25.6,cuda
double_dqn,0,75,1892,21.0,21,0.775325,0.010790381347760558,25.42,cuda
double_dqn,0,76,1907,15.0,15,0.77354375,0.0121306786313653,25.4,cuda
double_dqn,0,77,1927,20.0,20,0.77116875,0.011890891357325017,25.24,cuda
double_dqn,0,78,1939,12.0,12,0.76974375,0.013009785131240884,23.1,cuda
double_dqn,0,79,1958,19.0,19,0.7674875,0.012666336799922743,23.2,cuda
double_dqn,0,80,1968,10.0,10,0.7663,0.010186382057145237,23.14,cuda
double_dqn,0,81,1993,25.0,25,0.76333125,0.010762142669409513,23.44,cuda
double_dqn,0,82,2018,25.0,25,0.7603625,0.10518869075924159,23.7,cuda
double_dqn,0,83,2083,65.0,65,0.7526437500000001,0.036873650242789435,24.54,cuda
double_dqn,0,84,2096,13.0,13,0.7511,0.03991384847232929,24.18,cuda
double_dqn,0,85,2107,11.0,11,0.74979375,0.030403709462420506,24.0,cuda
double_dqn,0,86,2122,15.0,15,0.7480125,0.032653481140732764,23.72,cuda
double_dqn,0,87,2135,13.0,13,0.74646875,0.02618264532289826,23.62,cuda
double_dqn,0,88,2155,20.0,20,0.74409375,0.03266909583471715,23.64,cuda
double_dqn,0,89,2178,23.0,23,0.7413625,0.0267072146879914,23.68,cuda
double_dqn,0,90,2193,15.0,15,0.7395812500000001,0.025172290516396363,23.78,cuda
double_dqn,0,91,2207,14.0,14,0.73791875,0.0330390479149563,22.78,cuda
double_dqn,0,92,2218,11.0,11,0.7366125,0.033371475440534676,22.34,cuda
double_dqn,0,93,2233,15.0,15,0.73483125,0.02884733701745669,22.26,cuda
double_dqn,0,94,2274,41.0,41,0.7299625000000001,0.02877162462781842,22.1,cuda
double_dqn,0,95,2317,43.0,43,0.72485625,0.025777206431294598,21.8,cuda
double_dqn,0,96,2350,33.0,33,0.7209375,0.029148492425905937,22.24,cuda
double_dqn,0,97,2387,37.0,37,0.71654375,0.029139803269424953,22.38,cuda
double_dqn,0,98,2421,34.0,34,0.71250625,0.02638676146264462,22.54,cuda
double_dqn,0,99,2466,45.0,45,0.7071624999999999,0.026225472127811775,23.22,cuda
double_dqn,0,100,2484,18.0,18,0.705025,0.02707477501179609,22.86,cuda
double_dqn,0,101,2494,10.0,10,0.7038375,0.019412425952032207,22.38,cuda
double_dqn,0,102,2509,15.0,15,0.70205625,0.13997188756863277,22.12,cuda
double_dqn,0,103,2532,23.0,23,0.699325,0.06772311655399592,22.4,cuda
double_dqn,0,104,2562,30.0,30,0.6957625000000001,0.042260250511268777,22.48,cuda
double_dqn,0,105,2581,19.0,19,0.69350625,0.047088372570119406,22.08,cuda
double_dqn,0,106,2596,15.0,15,0.6917249999999999,0.03159239602585633,22.04,cuda
double_dqn,0,107,2661,65.0,65,0.68400625,0.03603050511043805,22.2,cuda
double_dqn,0,108,2741,80.0,80,0.6745062500000001,0.03172673517256044,23.38,cuda
double_dqn,0,109,2786,45.0,45,0.6691625,0.03210884276777506,23.74,cuda
double_dqn,0,110,2798,12.0,12,0.6677375,0.03191605404329797,23.5,cuda
double_dqn,0,111,2822,24.0,24,0.6648875000000001,0.03863705892581493,23.8,cuda
double_dqn,0,112,2845,23.0,23,0.66215625,0.038411017588299255,24.04,cuda
double_dqn,0,113,2917,72.0,72,0.65360625,0.03593790370764004,25.24,cuda
double_dqn,0,114,2995,78.0,78,0.64434375,0.028558168488626298,26.32,cuda
double_dqn,0,115,3019,24.0,24,0.64149375,0.1349306140715877,26.34,cuda
double_dqn,0,116,3066,47.0,47,0.6359125000000001,0.0493031035355748,26.96,cuda
double_dqn,0,117,3081,15.0,15,0.63413125,0.026740456310411293,26.86,cuda
double_dqn,0,118,3148,67.0,67,0.6261749999999999,0.03935048919615906,27.92,cuda
double_dqn,0,119,3181,33.0,33,0.62225625,0.04624587274862058,28.32,cuda
double_dqn,0,120,3202,21.0,21,0.6197625,0.036122779262119105,28.44,cuda
double_dqn,0,121,3221,19.0,19,0.61750625,0.03571944296556084,28.1,cuda
double_dqn,0,122,3237,16.0,16,0.61560625,0.03342669241828844,28.06,cuda
double_dqn,0,123,3267,30.0,30,0.61204375,0.03511967312855025,28.18,cuda
double_dqn,0,124,3279,12.0,12,0.61061875,0.0424564149385939,28.16,cuda
double_dqn,0,125,3400,121.0,121,0.59625,0.03280355649700096,30.16,cuda
double_dqn,0,126,3453,53.0,53,0.58995625,0.03437460389620853,30.92,cuda
double_dqn,0,127,3476,23.0,23,0.587225,0.03538631170016268,30.98,cuda
double_dqn,0,128,3622,146.0,146,0.5698875000000001,0.06104852565028386,33.66,cuda
double_dqn,0,129,3645,23.0,23,0.56715625,0.03543016751823218,33.74,cuda
double_dqn,0,130,3682,37.0,37,0.5627625,0.04925331088236055,34.28,cuda
double_dqn,0,131,3696,14.0,14,0.5610999999999999,0.06051980810506003,34.06,cuda
double_dqn,0,132,3776,80.0,80,0.5516000000000001,0.04047280740924179,35.16,cuda
double_dqn,0,133,3797,21.0,21,0.54910625,0.046801815541195016,34.28,cuda
double_dqn,0,134,3810,13.0,13,0.5475625,0.045132382557942316,34.28,cuda
double_dqn,0,135,3961,151.0,151,0.52963125,0.03728305126558866,37.08,cuda
double_dqn,0,136,3993,32.0,32,0.52583125,0.03418966769822873,37.42,cuda
double_dqn,0,137,4052,59.0,59,0.5188250000000001,0.1020746398480388,38.34,cuda
double_dqn,0,138,4107,55.0,55,0.51229375,0.05465599963949485,39.04,cuda
double_dqn,0,139,4123,16.0,16,0.51039375,0.047538718208670616,38.9,cuda
double_dqn,0,140,4224,101.0,101,0.49839999999999995,0.041736399957744204,40.62,cuda
double_dqn,0,141,4383,159.0,159,0.47951875,0.041524255970410956,43.52,cuda
double_dqn,0,142,4462,79.0,79,0.4701375000000001,0.04151374879705755,44.88,cuda
double_dqn,0,143,4553,91.0,91,0.4593312500000001,0.07594847022095225,46.4,cuda
double_dqn,0,144,4786,233.0,233,0.43166250000000006,0.04512700535029237,50.24,cuda
double_dqn,0,145,4968,182.0,182,0.41005,0.04416405081053029,53.02,cuda
double_dqn,0,146,5199,231.0,231,0.38261875,0.06745315701358053,56.98,cuda
double_dqn,0,147,5283,84.0,84,0.37264374999999994,0.061194035363206195,57.92,cuda
double_dqn,0,148,5456,173.0,173,0.35209999999999997,0.05668579554723608,60.7,cuda
double_dqn,0,149,5507,51.0,51,0.3460437500000001,0.06873015747131671,60.82,cuda
double_dqn,0,150,5692,185.0,185,0.324075,0.06714497092305809,64.16,cuda
double_dqn,0,151,5784,92.0,92,0.31315000000000004,0.05558838800061494,65.8,cuda
double_dqn,0,152,5874,90.0,90,0.3024625000000001,0.05772503796033561,67.3,cuda
double_dqn,0,153,5891,17.0,17,0.30044375,0.07357854522107278,67.18,cuda
double_dqn,0,154,5939,48.0,48,0.29474374999999997,0.0525402560015209,67.54,cuda
double_dqn,0,155,5973,34.0,34,0.29070625000000005,0.06709071793867384,67.84,cuda
double_dqn,0,156,6012,39.0,39,0.2860750000000001,0.10734659335456598,68.32,cuda
double_dqn,0,157,6202,190.0,190,0.26351250000000004,0.0741051433362851,70.82,cuda
double_dqn,0,158,6340,138.0,138,0.24712500000000004,0.07413408510130493,71.98,cuda
double_dqn,0,159,6423,83.0,83,0.23726875000000003,0.06305023208709366,72.74,cuda
double_dqn,0,160,6628,205.0,205,0.21292500000000003,0.08333164309492198,76.6,cuda
